0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31331990768304463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15820888245365963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17112471147766709,0.14544188540714117,0.15763335967986636,0.17301737294877856,0.0,0.0,0.0,0.6832609446922318,0.14197478974817632,0.0,0.0,0.45665297882905737,0.0,0.0,0.0,0.0,0.057510688661435515,0.12044928184611159,0.16810243879125586,0.0,0.17312436960970892,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32784746726906694,0.0,0.0,0.0,0.0,0.3489539032719542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4003865949419524,0.0,0.3207943373654758,0.0,0.0,0.40915777455554264,0.0,0.0,0.0,0.0,0.3718626259536547,0.0,0.0,0.0,0.0,0.0,0.0,0.25369725109011193,0.0,0.37077565593022493,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.419463643471577,0.5948693333594506,0.0,0.17386963882472517,0.0,0.0,0.26372791345175195,0.23966511174852342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18493321436068746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43798782769871225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14450026231520183,0.0,0.0,0.0,0.19365546961185992,0.07279321482859484,0.15245671115138956,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.08594088416602653,0.06310271728537745,0.0,0.0,0.0,0.06865280891541174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3624542154437995,0.15930664671362077,0.06501306224467515,0.0,0.0,0.0,0.07699827758517394,0.0806393691932971,0.2181651248167579,0.0,0.0,0.14537722756582616,0.07878164099012867,0.0,0.0,0.6500525156731756,0.0,0.17073929832060405,0.0,0.0,0.08652370260288546,0.0,0.0,0.0,0.0,0.15293057535007346,0.05748512163188981,0.060197867375221516,0.0,0.4960337427773592,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9857647452111729,0.0,0.0,0.0,0.0,0.0,0.0,0.1681305061514755,0.0,0.0,0.0,0.0,1
0.0,0.7746195096853185,0.0,0.0,0.3584231582699215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35562509554747196,0.0,0.0,0.35416610498994255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13998077126447056,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.8700025289991916,0.0,0.0,0.298383928885334,0.0,0.0,0.0,0.1623138886440753,0.0,0.0,0.0,0.0,0.19646320991911892,0.0,0.0,0.0,0.0,0.1537085388391679,0.0,0.16977638215428623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1348964640693439,0.0,0.0,0.0,0.0,0.135910442393495,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.37467142927603014,0.0,0.0,0.0,0.33126362589727987,0.12824091967171267,0.0,0.0,0.0,0.0,0.38825456309147083,0.0,0.0,0.22291581392934431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27223789294865525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08560567415770987,0.2257963871467783,0.5056867489315112,0.0,0.0,0.04312457382199016,0.0,0.3781564540456233,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45981716870539857,0.43473157029963994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40378517237856537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48042034490639474,0.0,0.0,0.0,0.0,0.4245712882493168,0.1595922338652759,0.0,0.0,0.0,0.0,0
